user,type,date,country,uploads,views,subs
teluguone,people,2006-09-09,in,"24,822","860,627,129","1,525,351"
thebajancanadian,people,2010-03-03,us,"3,148","1,467,643,196","5,361,074"
thechacal547,people,2014-04-14,es,38,"99,100,400","95,714"
thechildhoodlife,people,2012-12-19,ie,538,"282,215,224","223,522"
thekarinabear,people,2012-10-19,us,97,"74,016,111","968,029"
thekateclapp,people,2010-12-06,ru,318,"411,551,279","4,049,068"
themeparkreviewtpr,people,2010-03-09,us,"1,738","491,967,040","704,935"
thetha2007,people,2011-07-17,us,529,"52,109,912","95,213"
tomhe,people,2006-03-11,se,89,"230,687,304","141,789"
trueshock4d,people,2012-03-10,th,310,"28,764,673",0
tucosmopolis,people,2014-08-28,mx,812,"178,364,581","1,037,476"
vasco838,people,2009-08-29,br,302,"166,680,290","254,528"
viihtubeoficial,people,2013-07-09,br,192,"116,503,269","2,140,746"
vtvshowbiz,people,2014-06-22,vn,"3,537","226,327,993","282,074"
wielkieporazki,people,2012-02-24,pl,40,"23,839,662","17,469"
yumcast11,people,2014-08-11,kr,749,"123,828,482","374,916"
zeromediahd,people,2014-05-12,us,327,"134,133,384","96,017"
zshowzz,people,2014-03-07,sa,81,"122,603,680","1,094,653"
zuzkalight,people,2011-12-17,us,538,"43,705,291","347,088"
2humans1dog1cat,shows,2010-04-16,us,122,"35,762,041","21,715"
3vfitness,shows,2012-03-22,us,63,"6,570,390","31,182"
7news,shows,2006-07-21,au,"22,321","40,827,465","25,981"
adamkoralik,shows,2009-04-23,us,484,"11,091,396","73,773"
all3media,shows,2011-03-07,gb,32,"5,509,261","10,195"
alshoroukdrama,shows,2014-06-16,eg,99,"5,959,041","15,216"
animaforce,shows,2011-08-14,cz,34,"25,988,282","85,641"
animonster,shows,2006-06-12,us,97,"41,932,739","299,026"
astonishingstudios,shows,2011-02-27,us,185,"20,057,072","109,696"
belkaistrelkatv,shows,2012-05-31,ru,115,"169,404,385","140,527"
betterhomesaus,shows,2012-04-26,au,"1,226","36,410,907","156,906"
biganimation,shows,2009-02-07,in,278,"74,619,805","99,264"
bpanther,shows,2006-01-12,de,389,"63,234,843","35,875"
bttmoviemath,shows,2014-06-06,us,761,"5,968,140","30,332"
cartoonnetworkeps,shows,2012-06-12,us,"3,083","18,046,230","71,177"
colorstv,shows,2008-06-13,in,"19,779","1,836,178,839","3,730,534"
comedystrs,shows,2011-11-18,de,17,"5,515,264","6,572"
darkdany07,shows,2012-04-14,es,168,"3,699,498","12,936"
djigorehm,shows,2013-01-07,rs,114,"28,587,889","174,103"
ebsculture,shows,2012-11-19,kr,"27,808","88,091,214","126,099"
ebsdocumentary,shows,2012-05-30,kr,"15,890","143,530,835","192,297"
ebskids,shows,2011-06-02,kr,"14,465","881,355,563","502,869"
ebslanguage,shows,2012-11-19,kr,"17,665","11,033,179","29,930"
edewcate,shows,2009-06-19,in,320,"476,448,025","436,192"
endemolusa,shows,2008-03-01,us,264,"14,623,856","14,408"
entertainmentone,shows,2007-04-10,us,"2,078","16,795,223","36,014"
epickitty54,shows,2011-10-16,us,99,"2,895,670","7,237"
etvbanglaindia,shows,2010-06-14,in,"9,605","11,130,521","22,324"
etvkannadaindia,shows,2010-06-15,in,"12,428","80,346,168","153,167"
etvmarathiindia,shows,2010-06-25,in,"9,203","25,512,708","43,460"
fixiki,shows,2011-03-07,ru,450,"2,206,940,858","1,604,457"
flyinganimation,shows,2012-06-07,ru,127,"12,465,603","25,750"
gameoxotv,shows,2012-09-18,ca,"1,761","26,276,599",0
gameoxowalkthroughs,shows,2014-05-03,ca,116,"17,193,563","46,515"
gamesforchildrentv,shows,2014-06-30,ca,158,"10,682,128","24,774"
hardknocktv,shows,2006-10-14,us,505,"82,506,843","173,079"
imagestore,shows,2008-09-18,us,"1,990","3,690,182","19,539"
k1,shows,2005-11-16,jp,"1,263","70,267,308","114,467"
karaokerutv,shows,2013-09-24,tr,132,"13,427,552","30,727"
klebinho3oficial,shows,2012-02-21,br,210,"62,032,069","96,587"
la7attualita,shows,2010-11-02,it,"24,652","44,344,351","56,660"
la7intrattenimento,shows,2010-11-02,it,"5,947","110,666,656","220,019"
lifeok,shows,2007-04-05,in,"3,753","60,155,077","589,260"
linkinvision1107,shows,2010-11-20,ru,28,"2,158,370","99,422"
luntik,shows,2007-02-13,ru,515,"3,879,392,689","1,380,464"
lyricsreviewvideo,shows,2014-02-14,us,20,"31,983,743","44,666"
mangaentertainment,shows,2007-03-31,us,572,"10,570,116","166,527"
mashabearukraine,shows,2014-07-17,ua,273,"310,746,192","338,882"
megatoontv,shows,2011-11-09,ph,150,"3,370,107","5,892"
metronomefilmscomp,shows,2011-10-06,ru,108,"4,440,801","12,418"
minisodenetwork,shows,2007-11-03,us,0,"10,284,008","51,208"
mlgvagabonds,shows,2014-03-01,gb,167,"17,846,028","137,339"
mondodipattyofficial,shows,2009-05-06,it,464,"27,527,469","49,619"
moonzyworldwide,shows,2014-11-20,ru,63,"4,381,582","15,696"
newskbs,shows,2013-08-06,kr,"12,879","51,446,193","61,411"
officialnickindia,shows,2012-11-28,in,52,"2,925,749","8,516"
oneyng,shows,2008-10-08,ie,79,"364,334,088","1,808,449"
otlichnoe,shows,2010-03-29,us,630,"35,192,215","50,053"
pepperstvchannel,shows,2013-11-19,in,"6,032","7,705,770","16,445"
pesenkitv,shows,2013-05-07,tr,63,"69,760,669","44,886"
piccolomondotv,shows,2014-07-08,it,76,"8,486,548","9,311"
pmcanal5oficial,shows,2013-08-19,mx,"2,079","26,095,898","165,742"
ptribakprogramy,shows,2013-04-16,pl,263,"3,567,969","1,261"
radaanmedia,shows,2012-05-21,in,"7,159","267,708,850","180,139"
rassmeshikomika95,shows,2014-11-17,,134,"13,638,877","34,633"
robocarpolixmd,shows,2013-09-13,tr,199,"275,537,141","203,084"
rockstarlittle,shows,2012-05-19,gb,22,"17,096,588","15,553"
sabtv,shows,2007-08-04,in,"20,134","1,304,544,982","1,347,514"
samaatvnews,shows,2011-06-14,pk,"13,768","104,371,593","120,464"
setindia,shows,2006-09-20,in,"26,624","2,781,343,843","5,114,518"
shodanwii,shows,2007-12-23,us,698,"20,389,291","7,779"
sonypalindia,shows,2014-05-09,in,947,"16,491,427","33,152"
sonypicshomeentfr,shows,2011-10-31,fr,"2,451","11,716,953","16,568"
sonypicshomeentuk,shows,2011-11-01,gb,"4,809","10,791,051","32,182"
sonypictureshomeent,shows,2009-06-05,us,"7,797","53,031,554","717,257"
starjalshaindia,shows,2011-09-09,in,"4,053","46,519,445","131,784"
starplus,shows,2006-05-19,in,"6,667","321,467,913","2,695,135"
starvijay,shows,2007-02-01,in,"7,355","312,195,189","1,748,873"
stuntmanipro,shows,2014-09-24,be,17,"30,189,804","83,897"
tamilserials,shows,2009-12-24,in,"4,717","16,483,174","18,072"
taraartsmovie,shows,2009-11-22,us,222,"27,551,287","154,869"
televisamtyoficial,shows,2013-05-14,mx,"32,520","97,786,210","98,860"
teremoksongs,shows,2014-11-17,ru,85,"59,944,513","80,319"
tgla7,shows,2011-03-08,it,"19,111","12,517,663","22,568"
thebubblesanimation,shows,2014-06-11,ru,35,"7,345,557","7,628"
thedmagnusv,shows,2011-10-19,ca,"1,199","5,579,139","6,461"
themorningshowaus,shows,2013-11-26,au,750,"4,488,295","6,366"
thesonicparadoxteam,shows,2009-05-22,us,20,"172,515,023","317,943"
thestickypaddle,shows,2011-03-04,us,253,"24,604,632","220,203"
thisishorosho,shows,2010-10-14,ru,506,"1,004,208,150","5,302,805"
tofigscreed,shows,2011-10-06,fr,59,"29,110,094","137,044"
ufotvstudios,shows,2006-11-20,us,306,"88,866,921","393,697"
univisionautos,shows,2012-02-02,us,342,"6,636,805","68,789"
vezuhatv,shows,2013-06-26,ru,59,"45,374,696","51,726"
videomoreru,shows,2011-10-28,ru,39,"3,377,628","2,934"
vikatantv,shows,2011-10-11,in,"7,224","557,210,679","402,773"
vintageshizzle,shows,2009-10-27,gb,754,"15,861,897","48,102"
waltdisneystudiosvod,shows,2012-07-12,jp,"1,048","22,374,830","83,272"
withtheangels,shows,2008-07-06,us,38,"59,327,540","18,176"
wizardhaxtube,shows,2010-05-26,us,836,"26,073,534","112,493"
1dayumay,sports,2011-04-11,us,447,"134,979,971","612,003"
442oons,sports,2013-07-27,gb,337,"216,526,827","616,346"
acroanna,sports,2008-10-21,us,148,"113,138,310","641,124"
adidaswomen,sports,2008-02-26,nl,46,"15,062,416","6,452"
ashstudio7hd,sports,2013-09-17,se,639,"146,800,836","310,070"
audiofamerica,sports,2009-06-18,us,451,"44,568,729","83,950"
australianopentv,sports,2007-12-05,au,"3,041","100,304,731","147,931"
aynasharapa,sports,2010-03-22,ua,183,"93,324,332","96,950"
bateson87,sports,2008-12-22,gb,"2,297","182,524,120","767,118"
bundesliga,sports,2006-04-01,de,"2,175","247,529,852","833,710"
captainwag,sports,2011-02-05,us,"1,854","207,308,424","294,111"
cihanhaberajansi,sports,2012-08-07,tr,"11,580","92,796,137","55,475"
corycotton,sports,2009-03-17,us,163,"1,353,105,661","8,540,185"
crossfithq,sports,2008-02-05,us,"7,474","328,511,687","768,863"
demolitionranch,sports,2011-01-03,us,239,"165,225,093","1,306,521"
desimpedidos,sports,2013-06-12,br,670,"251,681,812","1,674,320"
dylandog1969,sports,2007-03-30,it,225,"85,876,911","57,699"
editinking,sports,2010-10-08,gb,150,"115,179,632","95,471"
eldiadespuesplus,sports,2014-10-15,es,795,"80,379,680","277,299"
esnews,sports,2006-11-11,us,"36,874","336,559,312","163,860"
f2freestylers,sports,2011-04-09,gb,269,"347,698,409","2,836,607"
fcbarcelona,sports,2006-02-06,es,"12,145","459,490,832","2,154,114"
fdmocanal,sports,2014-03-19,br,206,"85,610,598","1,304,560"
fezgraca,sports,2010-09-30,br,200,"36,893,356","69,833"
fifatv,sports,2006-09-06,ch,"3,912","299,269,285","1,400,668"
fightnightss,sports,2013-05-03,us,377,"67,416,635","52,512"
flamengorkut,sports,2008-09-15,br,487,"98,789,735","76,207"
footballtrickses,sports,2013-07-16,es,266,"131,595,237","1,142,292"
foxsports,sports,2006-06-05,us,"16,713","236,084,577","265,988"
freekickerz,sports,2010-01-01,de,882,"856,017,348","3,586,328"
gingerninjatrickster,sports,2012-07-13,gb,218,"259,823,714","395,764"
globalcyclingnetwork,sports,2012-07-06,gb,"1,671","160,859,144","670,975"
goprocamera,sports,2009-03-11,us,"1,371","1,086,277,028","3,714,206"
gqvideos,sports,2008-01-16,us,"1,173","142,253,251","579,335"
grapplersquest,sports,2006-04-10,us,"1,775","20,582,577","34,679"
guitar90,sports,2005-12-20,,2,"92,906,165","29,078"
gymvirtual,sports,2010-11-01,es,353,"190,404,759","1,841,854"
heilrj03,sports,2012-10-09,br,1,"9,383,054","1,621,044"
hickok45,sports,2007-01-06,us,"1,250","482,658,759","1,871,909"
hughplanas,sports,2008-08-08,es,224,"75,579,497","159,574"
jaimesolarte1,sports,2010-12-15,co,7,"56,516,860","36,738"
javiernathaniel,sports,2010-08-21,jm,138,"193,129,973","639,312"
karunachidchob,sports,2013-03-13,th,"1,821","72,020,668","145,658"
laliga,sports,2006-07-13,es,"20,960","248,380,959","1,009,430"
madrilene97,sports,2011-09-07,,19,"4,169,273",576
mcfcofficial,sports,2009-07-07,gb,"2,944","223,531,255","566,160"
mlb,sports,2005-12-25,us,"142,981","514,688,912","592,009"
mlesicki,sports,2009-03-03,hr,51,"198,143,818","158,945"
mmafightingonsbn,sports,2012-03-28,us,"2,364","164,860,267","289,798"
mmaravilha21,sports,2010-03-13,pt,68,"140,002,153","108,663"
moniricata,sports,2011-04-24,,96,"64,911,997","70,070"
monsterenergy,sports,2006-03-22,us,924,"159,689,805","908,710"
motogp,sports,2005-10-07,gh,"2,976","480,747,002","877,241"
nba,sports,2005-11-21,us,"20,103","3,263,316,109","6,705,938"
nfl,sports,2014-12-14,us,"5,975","386,664,128","872,044"
nhlvideo,sports,2006-10-26,us,"33,054","417,576,549","632,208"
nikewomen,sports,2006-07-01,us,165,"63,653,874","111,558"
novritsch,sports,2012-02-07,at,51,"44,818,761","665,037"
olympic,sports,2006-01-10,gb,"5,134","464,963,307","1,168,484"
osportetv,sports,2013-05-11,de,548,"69,876,207","328,514"
pacificleaguemovie,sports,2009-06-11,jp,"14,773","352,684,133","339,413"
peradze94,sports,2010-09-22,us,49,"248,956,270","496,106"
planetabillycar,sports,2010-04-08,es,101,"58,867,880","91,651"
poolboyinla,sports,2007-08-30,ph,434,"82,946,664","109,411"
proshotcoach,sports,2008-06-26,us,169,"14,492,779","104,544"
randomwhitekid1,sports,2012-05-08,au,216,"73,130,269","144,339"
redbull,sports,2006-09-23,at,"5,515","1,372,099,600","4,948,344"
ridechannel,sports,2011-02-24,us,"3,358","269,951,002","1,123,430"
robelinda2,sports,2010-11-07,au,"2,402","284,391,040","122,901"
rockstardeportes,sports,2014-07-29,co,810,"71,902,746","69,767"
rom7ooohd1,sports,2013-09-06,eg,95,"184,127,259","585,964"
rulemsports,sports,2014-06-06,gb,256,"119,460,812","1,004,664"
saskiasdansschool,sports,2007-06-20,nl,123,"147,290,541","551,966"
sevengymnasticsgirls,sports,2011-08-17,gb,"1,256","244,801,432","753,239"
shivdes357,sports,2012-01-01,gb,296,"122,541,900","99,403"
shosports,sports,2007-09-06,us,"2,325","194,784,918","307,291"
slowmolaboratory,sports,2014-03-28,us,138,"70,850,480","463,355"
spanishdlatino,sports,2014-05-16,sv,352,"109,704,003","250,547"
spanishdreal,sports,2014-03-01,sv,148,"55,537,465","131,062"
sportsnetcanada,sports,2010-03-24,ca,"4,730","54,290,697","32,285"
sportvideosmm,sports,2012-11-05,pl,226,"73,725,771","266,209"
spotv,sports,2007-10-27,kr,"61,625","186,005,931","299,526"
talksportmagazine,sports,2009-05-01,gb,"1,325","252,703,152","482,653"
thairathonline,sports,2010-09-27,th,"34,476","298,163,600","512,766"
theclaudiojp,sports,2013-04-17,pt,76,"346,730,731","845,173"
thedestructivebns,sports,2012-01-18,ca,42,"55,211,380","156,418"
thefootballdaily,sports,2011-03-14,gb,"1,585","249,707,095","649,917"
tnawrestling,sports,2006-02-23,us,"9,473","720,899,948","681,581"
turbofausto,sports,2011-08-10,co,429,"129,319,921","1,230,751"
tvpublicaargentina,sports,2009-06-17,ar,"110,987","180,244,791","275,279"
vanityfairmagazine,sports,2006-08-09,us,"1,463","86,183,178","127,743"
videosei,sports,2009-10-30,br,"19,751","278,189,599","898,402"
whatsg,sports,2006-07-01,us,290,"62,986,832","86,734"
workoutmusicservice,sports,2012-05-05,us,129,"135,891,222","732,038"
wwefannation,sports,2007-05-11,us,"22,255","7,328,735,583","9,660,468"
xfitdaily,sports,2012-07-28,us,637,"213,665,965","2,017,148"
yougiftedrussia,sports,2010-12-21,ru,439,"141,634,443","882,512"
youwydady,sports,2011-05-30,gb,87,"109,213,190","363,956"
zaeemstudio,sports,2010-08-23,sa,"6,281","192,770,625","470,205"
zenitfootballclub,sports,2012-03-20,ru,"1,382","54,543,370","144,315"
3bepbenokia,tech,2009-03-18,ru,"1,649","107,819,300","657,219"
5591303,tech,2010-08-12,us,267,"35,912,824","169,416"
5sposobowna,tech,2013-07-03,pl,161,"245,802,849","1,586,513"
adrianisen,tech,2009-11-25,se,"7,701","306,409,874","440,453"
andro4all,tech,2010-07-26,es,"1,130","130,263,252","940,812"
androidauthority,tech,2011-04-03,us,"2,332","348,752,786","1,763,571"
androidereview,tech,2012-04-28,es,459,"121,449,885","1,425,392"
apple,tech,2005-06-22,us,130,"140,317,947","3,012,834"
asapscience,tech,2012-05-28,ca,161,"516,552,656","4,825,125"
awemechannel,tech,2013-01-11,us,168,"285,436,543","3,959,547"
baixaki,tech,2006-10-20,br,"3,322","289,924,711","1,949,226"
brusspup,tech,2008-10-24,us,218,"458,855,847","2,385,562"
bstaaard,tech,2013-06-18,it,"1,425","138,878,068","548,369"
bunterfisch,tech,2007-04-21,de,"2,236","42,469,002","59,897"
buzzfeedblue,tech,2014-05-05,us,698,"1,261,579,272","3,732,277"
canonnorthamerica,tech,2012-07-12,us,"1,047","46,677,019","105,822"
carsandwater,tech,2009-08-11,us,157,"181,394,375","722,459"
cellphoneuk,tech,2009-08-25,vn,"3,609","105,893,117","239,917"
cnettv,tech,2006-05-05,us,"12,465","459,008,027","1,083,888"
cobayesf5,tech,2012-06-18,fr,882,"43,467,474","179,669"
crazyrussianhacker,tech,2012-05-18,us,762,"1,095,124,472","6,408,262"
destinws2,tech,2006-04-04,us,238,"259,057,128","3,622,469"
detroitborg,tech,2008-07-29,us,593,"202,492,513","791,889"
digitalrevcom,tech,2007-08-30,gb,661,"283,674,635","1,453,442"
discoverydinosaurs,tech,2013-05-01,us,52,"218,734,236","235,279"
dnewschannel,tech,2012-09-12,us,"2,319","364,457,158","1,691,332"
dubatterysaver,tech,2013-03-18,hk,38,"72,440,057","80,019"
duncan33303,tech,2007-08-05,us,"1,169","175,671,580","1,315,236"
ekarpman,tech,2008-05-31,us,15,"44,394,473","43,295"
expertvillage,tech,2006-04-05,us,"138,654","3,218,384,474","2,902,261"
exxonmobil,tech,2006-04-23,us,95,"63,100,272","22,209"
galileoru,tech,2012-03-16,ru,"1,153","171,377,032","634,822"
geekraghib,tech,2011-07-14,ma,"1,191","101,007,326","1,183,258"
gizmoslip,tech,2011-11-13,us,116,"31,103,251","315,125"
google,tech,2005-09-18,us,"1,662","982,232,791","3,799,392"
googlechrome,tech,2008-09-01,us,286,"337,242,403","1,052,983"
googlemaps,tech,2006-12-29,us,128,"117,801,363","342,832"
googlemobile,tech,2007-09-01,us,60,"126,093,792","527,854"
gotomeeting,tech,2006-10-13,us,305,"70,593,878","8,526"
hardwarecanucks,tech,2008-06-06,ca,704,"45,655,794","335,927"
hitachibrandchannel,tech,2012-08-29,jp,"1,033","20,551,726","9,856"
hpfrance,tech,2007-09-14,fr,392,"22,063,281","2,911"
huhu1981ful2,tech,2012-09-27,es,951,"122,210,856","891,684"
iraqveteran8888,tech,2008-02-26,us,979,"241,489,712","950,603"
itpediachannel,tech,2013-09-05,ua,162,"54,368,288","421,096"
jamesbruton,tech,2006-09-23,gb,335,"73,889,325","317,914"
jarirtube,tech,2011-03-27,sa,162,"23,573,283","109,285"
joergsprave,tech,2008-04-08,de,468,"140,465,851","868,062"
jon4lakers,tech,2007-06-08,us,"3,829","377,450,285","1,185,903"
kipkay,tech,2006-01-03,us,318,"597,870,828","2,453,311"
kyoko38,tech,2006-06-03,tw,383,"233,231,123","1,257,424"
lenovomea,tech,2013-07-17,ae,49,"18,611,941","5,033"
lghomeappliance,tech,2011-08-11,kr,201,"43,691,661","21,680"
lincolnmarkham,tech,2008-05-15,us,61,"95,879,237","1,386,990"
linustechtips,tech,2008-11-25,ca,"3,155","541,074,425","2,368,437"
lorddraconical,tech,2008-10-05,us,820,"108,161,724","319,975"
macobt,tech,2008-07-14,us,304,"16,372,642","159,228"
marquesbrownlee,tech,2008-03-21,us,803,"376,374,467","3,243,795"
ncixcom,tech,2007-01-02,ca,"1,625","153,224,550","849,949"
nerdalert,tech,2006-03-30,us,"1,388","36,042,309","145,806"
nextelmx,tech,2008-04-21,mx,12,"6,076,711","32,848"
numberphile,tech,2011-09-15,gb,336,"170,339,647","1,524,496"
origami768,tech,2009-10-14,us,410,"293,962,429","1,601,665"
ourvidostv,tech,2013-10-18,kz,224,"40,906,603","377,848"
pocketnowvideo,tech,2007-10-14,us,"5,083","418,875,183","1,144,823"
quickbooks,tech,2014-06-02,,580,"24,222,093","6,553"
ratedrr,tech,2007-02-15,us,246,"190,084,752","1,685,284"
romanursu,tech,2013-04-04,md,347,"145,876,754","1,039,019"
samsungmobile,tech,2006-03-11,kr,466,"645,808,532","1,529,546"
samsungrutv,tech,2008-10-06,ru,832,"80,400,196","217,553"
samsungturkiye,tech,2011-01-03,tr,448,"54,818,492","47,900"
samsungvietnam,tech,2011-02-17,vn,187,"79,870,723","107,792"
sciencechannel,tech,2006-12-04,us,"1,204","93,087,497","567,608"
secureteam10,tech,2011-05-24,us,250,"51,517,856","215,286"
spacexchannel,tech,2008-07-30,us,151,"58,883,722","272,523"
taofledermaus,tech,2006-07-23,us,"1,015","252,882,501","666,058"
techme0ut,tech,2012-02-14,us,204,"7,300,141","65,346"
techquickie,tech,2012-01-15,ca,271,"72,249,712","851,901"
techrax,tech,2009-09-21,us,350,"612,623,006","3,505,114"
techsmartt,tech,2010-12-29,us,624,"123,159,371","727,098"
tedtalksdirector,tech,2006-12-06,us,"2,070","512,528,496","4,347,470"
testedcom,tech,2010-03-08,us,"2,493","276,082,521","1,604,768"
testtubenetwork,tech,2013-01-24,us,828,"153,870,204","919,151"
thebackyardscientist,tech,2013-04-01,us,94,"72,309,535","612,194"
theverge,tech,2006-08-08,us,"2,826","210,667,471","938,288"
thezokeproductions,tech,2009-06-11,es,511,"113,646,902","493,553"
thiojoe,tech,2009-02-05,us,283,"72,386,510","637,257"
thirdphaseofmoon,tech,2008-03-11,us,"1,319","172,595,403","301,654"
thramkar,tech,2010-01-24,us,499,"47,996,920","483,611"
tinhtevideo,tech,2009-03-03,vn,"4,523","116,642,420","225,870"
tldtoday,tech,2010-03-24,us,863,"159,219,839","1,083,214"
tutecnomundo,tech,2012-10-22,es,434,"63,913,123","1,042,260"
unboxtherapy,tech,2010-12-21,ca,862,"446,964,119","3,777,157"
vsauce,tech,2007-07-30,gb,320,"946,861,280","9,923,606"
webteknotv,tech,2013-12-13,tr,608,"90,605,109","627,262"
weltderwunder,tech,2006-09-12,de,"1,009","80,968,151","219,690"
wylsacom,tech,2011-07-31,ru,"1,008","252,313,407","1,225,718"
xuanvinh1612,tech,2009-04-18,vn,"1,330","75,834,431","214,887"
yangord,tech,2014-10-03,ua,74,"35,360,824","618,467"
aaga07,travel,2010-05-15,sa,207,"28,229,198","59,985"
alanxelmundo,travel,2010-06-29,mx,443,"42,173,732","315,991"
aleaskywalker,travel,2008-04-06,gb,90,"16,495,509","30,210"
alexelcapo,travel,2006-05-24,es,"2,877","371,847,696","1,175,757"
am3nlc,travel,2012-12-15,br,"1,945","573,216,215","2,482,674"
amazhs,travel,2014-01-12,hk,697,"116,522,560","412,512"
anaglobalch,travel,2011-06-06,jp,213,"16,741,775","23,722"
annaontours,travel,2009-01-22,th,"2,966","36,751,681","68,478"
antopuloalex,travel,2010-05-20,us,92,"58,240,972","46,685"
atlantisresort,travel,2009-01-27,us,211,"16,496,187","8,384"
attractionsmagazine,travel,2007-08-12,us,"2,868","191,061,491","150,554"
aykiri53,travel,2010-02-14,us,29,"27,687,227","35,796"
baronvongamez,travel,2012-10-13,us,"1,716","84,115,017","289,164"
bestdaymexico,travel,2009-03-24,mx,"1,705","39,450,697","8,689"
bluedrake42,travel,2006-12-19,us,"2,270","35,844,162","152,289"
boydkoers,travel,2007-01-21,nl,38,"63,435,786","16,715"
briantrautman,travel,2007-05-17,us,98,"19,776,276","81,638"
bukalapak,travel,2012-02-23,id,71,"15,510,317","6,426"
c4mc4st,travel,2007-07-09,de,"1,172","171,817,279","362,772"
callofduty,travel,2006-01-17,us,"1,005","796,923,368","3,957,127"
cyoshida1231,travel,2009-12-31,jp,405,"70,906,834","514,986"
dan201,travel,2006-05-13,tw,"16,972","119,849,364","127,851"
day9tv,travel,2010-04-22,us,"5,028","166,356,079","495,359"
deligracy,travel,2013-10-03,au,624,"44,191,799","259,339"
disneyparks,travel,2006-11-29,us,"1,129","240,837,539","534,088"
etihadairwaystm,travel,2009-12-17,ae,290,"21,420,923","29,411"
expedia,travel,2006-06-14,us,475,"37,837,899","128,715"
eyeofbill,travel,2010-01-11,us,"1,285","50,026,049","74,562"
fabinhodahornet,travel,2013-04-28,br,"1,086","69,467,036","461,449"
felipegaspary,travel,2012-12-26,br,834,"14,396,949","55,704"
fightincowboy713,travel,2006-04-16,us,"2,689","61,224,936","196,197"
fliptopbattles,travel,2010-03-09,ph,558,"575,928,944","1,483,420"
generalmcbadass,travel,2010-11-02,us,"1,078","47,718,567","196,527"
gol,travel,2005-11-21,br,84,"4,893,286","8,034"
googlekorea,travel,2007-08-13,kr,207,"19,554,200","6,185"
haijimovie,travel,2013-07-08,jp,"1,038","86,296,467","170,753"
hamnerandpals,travel,2008-05-26,us,14,"154,723,074","98,439"
ibuzzkorea,travel,2011-06-22,kr,"2,240","51,550,974","24,377"
insidethemagic,travel,2006-04-26,us,"2,624","553,696,264","543,348"
japanairlinesjp,travel,2012-03-15,jp,310,"12,101,213","13,239"
jefflangedvd,travel,2008-11-25,us,"2,801","162,149,498","129,832"
jimzimmerlin,travel,2006-12-17,us,208,"75,863,914","30,455"
justdoit150gmail,travel,2011-03-17,ru,475,"35,570,624","236,622"
klizmatb,travel,2012-03-16,ru,99,"106,494,169","739,087"
knekrogamer,travel,2012-03-01,es,"1,901","160,622,781","590,180"
leagueofgosu,travel,2013-05-22,ca,456,"90,716,168","387,183"
louuuuuubna,travel,2008-10-20,ma,115,"8,273,685","4,455"
migrationology,travel,2009-02-02,th,564,"63,341,310","311,032"
mogolvideo,travel,2014-05-26,ru,118,"4,502,046","32,046"
morecaspar,travel,2012-10-25,za,100,"68,795,137","1,753,944"
mrhotsia,travel,2010-01-03,us,"13,229","145,730,090","133,435"
nclfreestyle,travel,2008-11-11,us,476,"7,263,993","13,310"
netmediatama,travel,2012-12-26,id,"16,901","240,704,807","502,089"
nextgenwalkthroughs,travel,2006-08-12,us,"11,925","236,624,224","280,182"
orelireshka,travel,2011-11-04,us,462,"79,633,568","459,125"
overlander,travel,2006-02-19,au,546,"19,562,486",0
pan1w,travel,2009-03-05,pl,77,"56,642,415","14,324"
paulszottdmd,travel,2010-09-26,us,501,"181,462,184","201,294"
peachiiitv,travel,2010-06-18,de,519,"44,931,524","263,500"
pinkmeola,travel,2006-10-05,gb,41,"33,740,423","8,088"
polesskoe,travel,2009-07-12,ru,171,"1,821,612",766
popsong1,travel,2009-11-12,us,"1,598","144,795,655","167,079"
primecutpro,travel,2013-01-21,us,801,"52,120,830","80,147"
qatarairways,travel,2006-12-22,qa,232,"27,358,564","30,532"
renan915,travel,2008-12-04,br,5,"3,484,341","2,104"
renhotels,travel,2009-07-07,us,133,"11,016,155","1,603"
rentalcarscom1,travel,2013-01-08,gb,9,"6,425,692",249
rockalone2k,travel,2010-07-22,pl,"4,260","273,734,394","1,032,194"
seekernetwork,travel,2014-11-17,us,412,"25,075,385","270,207"
settime2588,travel,2006-12-06,gb,"1,067","51,508,581","46,704"
sharpproductions,travel,2006-02-25,us,912,"160,897,424","181,516"
simonandmartina,travel,2008-02-02,kr,"1,243","271,531,001","955,825"
slumber97,travel,2009-05-05,,14,"2,938,306","2,385"
sundayfundayz,travel,2011-06-06,ca,197,"28,537,695","239,477"
swissintlairlines,travel,2009-05-11,ch,175,"9,251,338","13,164"
teammojang,travel,2010-12-21,se,179,"303,815,434","1,225,804"
theadenana,travel,2010-12-24,id,"2,891","13,065,582",0
thecoasterviews,travel,2009-07-19,us,344,"152,479,833","205,052"
themeparkhd,travel,2012-11-21,us,629,"73,623,925","95,300"
theross199,travel,2011-01-14,us,8,"15,056,250","5,342"
thestudiothanhduoc,travel,2011-07-07,vn,690,"30,492,404","32,569"
tolocat,travel,2007-06-12,tw,"1,882","172,348,255","675,078"
top10earth,travel,2013-12-16,us,174,"6,733,779","12,733"
tottas666,travel,2011-10-06,se,17,"16,202,810","20,711"
transaviafr,travel,2010-05-05,fr,43,"4,010,877","1,056"
tribeslife,travel,2013-11-18,us,1,"151,937,647","146,120"
tripcentral,travel,2007-04-18,ca,481,"6,341,083",629
trivago,travel,2007-08-20,de,184,"56,805,344","9,297"
tuicom,travel,2007-11-27,de,220,"10,617,256","2,162"
