user,type,date,country,uploads,views,subs
antena3,entertainment,2006-03-11,es,"12,359","1,760,115,989","1,671,027"
arkivashqip,entertainment,2009-12-30,de,"3,056","1,549,354,334","832,582"
awesomedisneytoys,entertainment,2013-10-02,us,642,"807,975,283","936,715"
b2cutecupcakes,entertainment,2013-08-09,us,505,"831,455,850","874,792"
babyteeth4,entertainment,2007-05-12,us,427,"731,498,773","727,023"
barbie,entertainment,2005-10-08,us,"2,562","564,367,754","1,088,339"
bbc,entertainment,2005-11-12,gb,"18,941","3,048,660,572","3,022,837"
blucollection,entertainment,2010-12-23,us,"1,807","5,458,166,819","3,276,673"
bouncepatrolkids,entertainment,2013-01-01,au,71,"417,250,549","383,531"
brdisneycollector,entertainment,2013-11-06,br,356,"353,693,518","544,388"
britainsgottalent09,entertainment,2008-04-12,gb,"1,392","3,521,386,584","5,146,305"
cabalamichel,entertainment,2006-09-13,pe,27,"164,478,706","223,224"
childrengamestv,entertainment,2013-07-24,us,864,"712,141,553","944,070"
clevvernews,entertainment,2010-05-30,us,"8,148","1,427,222,693","2,287,535"
comedyshortsgamer,entertainment,2011-12-01,gb,969,"1,605,288,411","5,929,171"
cookieswirlc,entertainment,2013-11-03,us,"1,551","2,042,162,180","1,911,445"
digsterhitschannel,entertainment,2014-02-20,de,467,"728,354,202","888,251"
disneycartoys,entertainment,2012-06-16,us,"2,214","4,693,489,117","3,414,486"
disneychannella,entertainment,2007-12-12,ar,"2,094","2,783,858,871","3,107,579"
disneycollectorbr,entertainment,2011-04-13,us,"1,770","9,804,088,769","6,448,369"
disneyjuniores,entertainment,2011-04-25,es,782,"549,506,118","525,661"
disneyjunioruk,entertainment,2010-07-07,gb,"1,056","2,250,782,258","1,651,490"
disneytoysfan,entertainment,2014-07-11,us,750,"507,309,415","477,969"
entertainmenttonight,entertainment,2006-08-30,us,"11,237","322,550,702","300,905"
ericclapman,entertainment,2013-06-22,us,87,"208,720,309","685,544"
erosentertainment,entertainment,2007-02-27,in,"9,554","3,002,725,545","3,867,506"
evantubehd,entertainment,2011-09-21,us,436,"1,754,141,191","2,549,053"
filmsactutrailers,entertainment,2011-06-27,us,"4,548","1,716,292,472","1,394,633"
fluffyjetproductions,entertainment,2010-03-17,au,"1,084","1,735,450,173","1,227,387"
getmovies,entertainment,2006-12-16,ru,"2,347","7,402,950,570","5,636,880"
gmmonetv,entertainment,2013-01-10,th,"8,472","1,097,282,490","2,511,058"
hobbykidstv,entertainment,2013-05-22,us,"1,913","2,577,611,105","1,436,169"
hoiitsroi,entertainment,2006-01-25,us,217,"1,484,229,646","4,656,152"
ianrphillips,entertainment,2007-03-25,gb,"1,469","2,304,529,190","1,457,181"
ilovemaything,entertainment,2008-07-18,us,"2,175","1,606,773,481","638,228"
itowngameplay,entertainment,2012-02-15,es,"3,358","1,543,669,435","5,275,492"
itsbabybigmouth,entertainment,2013-03-05,ca,"1,108","4,906,706,474","3,105,930"
jesseandmike,entertainment,2007-04-29,us,268,"601,368,174","443,322"
juliana1846,entertainment,2010-05-09,br,166,"172,178,669","596,579"
just4fun290,entertainment,2013-01-05,us,"1,089","2,383,369,908","1,250,568"
kanald,entertainment,2006-09-19,tr,"4,269","705,732,044","530,447"
kbsworld,entertainment,2007-01-06,kr,"15,172","1,109,197,588","2,462,567"
kiddyzuzaa,entertainment,2014-02-25,gb,85,"1,009,266,062","816,023"
kontor,entertainment,2006-03-14,de,"1,569","3,195,435,942","3,454,648"
ksiolajidebt,entertainment,2009-07-25,gb,935,"2,318,783,067","11,956,671"
lego,entertainment,2005-10-22,dk,"6,555","2,107,543,690","1,228,006"
lifetime,entertainment,2006-03-05,us,"5,412","547,678,003","595,923"
lipsyncbattle,entertainment,2014-09-22,us,191,"402,177,361","1,657,004"
mashabearen,entertainment,2014-09-17,gb,119,"363,332,234","617,733"
matercarclub,entertainment,2013-03-04,us,"1,695","3,259,677,888","3,077,144"
mbcthevoiceshow,entertainment,2012-07-19,ae,539,"887,732,142","2,058,785"
mcjuggernuggets,entertainment,2006-12-10,us,955,"765,099,519","2,613,020"
mejoresjuguetes,entertainment,2014-05-13,es,584,"1,265,982,190","1,571,100"
movietalkies,entertainment,2008-12-10,in,"9,839","471,436,137","402,542"
mymilliontv,entertainment,2012-10-04,us,255,"1,622,846,802","1,376,055"
naodisneytoys,entertainment,2014-02-01,kr,848,"990,575,412","753,239"
newskykids,entertainment,2014-09-23,us,148,"336,610,676","245,968"
ohaadiyorum,entertainment,2014-07-09,tr,967,"616,762,007","1,635,010"
onegamesplus,entertainment,2013-10-29,us,951,"326,817,607","220,875"
planetaofficial,entertainment,2012-05-03,bg,"4,120","1,021,567,857","506,293"
portadosfundos,entertainment,2012-03-12,br,493,"2,209,810,087","11,310,272"
react,entertainment,2013-07-30,us,416,"842,946,182","5,584,004"
rhettandlink2,entertainment,2008-09-17,us,"1,072","2,002,103,248","9,258,414"
robin37987,entertainment,2011-02-23,de,95,"786,479,426","1,228,978"
runway19co,entertainment,2011-11-26,jp,787,"950,843,675","610,545"
saturdaynightlive,entertainment,2013-07-23,us,"5,520","943,515,625","1,925,299"
seikintv,entertainment,2012-01-29,jp,869,"754,709,455","1,481,932"
sesamestreet,entertainment,2006-01-16,us,"2,012","2,517,390,887","1,770,984"
sevenperfectangels,entertainment,2010-12-20,gb,"1,224","669,944,486","901,333"
sevensupergirls,entertainment,2008-11-27,gb,"2,216","4,330,758,812","4,121,841"
slivkichanel,entertainment,2012-12-11,ua,111,"344,472,127","3,128,080"
spidey92spidey,entertainment,2006-10-06,us,62,"241,274,779","193,377"
surprisecollector,entertainment,2013-07-18,gb,298,"360,603,534","331,266"
surprisefuntv,entertainment,2014-03-08,us,982,"1,134,451,461","995,656"
surprisetoys,entertainment,2012-11-17,us,65,"2,690,550,204","2,462,838"
teremoktv,entertainment,2012-05-24,ru,"2,351","2,182,723,868","1,202,556"
thaich2,entertainment,2013-12-18,th,"22,882","420,164,045","619,742"
theeducvideos,entertainment,2012-05-14,ph,499,"2,182,659,656","1,611,684"
theellenshow,entertainment,2006-11-21,us,"6,684","6,369,201,487","14,540,504"
thefinebros,entertainment,2007-06-04,us,939,"3,852,722,685","13,585,720"
thelatelateshow,entertainment,2006-11-21,us,859,"649,756,331","3,179,790"
thetoygenie,entertainment,2014-05-21,us,695,"653,923,751","763,291"
thexfactoruk,entertainment,2007-08-03,gb,"3,160","3,452,635,846","4,495,744"
toymonsterchannel,entertainment,2014-07-08,ca,75,"439,318,599","303,996"
toypudding,entertainment,2014-05-13,kr,917,"2,131,461,742","1,357,938"
toysandfunnykids,entertainment,2013-04-24,es,"1,777","2,752,277,704","2,397,115"
toysonthego,entertainment,2013-09-24,es,314,"1,574,371,774","1,614,360"
tv3official,entertainment,2014-05-29,th,"16,469","1,374,206,801","1,204,711"
tvbedaya,entertainment,2011-06-16,sa,"23,086","214,556,365","250,431"
unboxingsurpriseegg,entertainment,2013-01-28,es,"1,189","2,384,780,261","2,354,712"
vat19com,entertainment,2007-02-28,us,850,"1,673,605,655","2,207,755"
vegetta777,entertainment,2008-03-02,es,"2,781","4,154,740,169","12,642,559"
warnerbrospictures,entertainment,2006-10-17,us,"1,758","1,562,024,404","2,613,622"
workpointofficial,entertainment,2012-11-05,th,"7,198","796,951,230","2,167,348"
zeealwanchannel,entertainment,2012-06-20,ae,"10,565","770,576,877","535,089"
zeetv,entertainment,2005-12-11,in,"57,437","3,816,638,759","3,355,547"
adisebabatv,film,2013-06-27,tr,145,"289,835,895","274,118"
alltoycollector,film,2012-12-31,us,"1,580","897,157,735","758,089"
americatvletsplay,film,2013-04-07,us,181,"472,116,547","517,066"
apinternational,film,2006-12-10,in,"16,431","275,322,888","235,223"
barboskinyonline,film,2011-11-02,ru,295,"2,279,223,090","1,533,451"
bestvineshd1,film,2013-09-13,us,67,"218,870,458","919,957"
bkmonlinenet,film,2011-06-02,tr,"3,157","266,751,039","250,632"
cbstvdinsideedition,film,2012-10-09,us,"2,944","111,469,579","104,427"
chotoonz,film,2013-10-31,in,408,"74,790,210","53,688"
cinemasins,film,2012-12-11,us,383,"1,100,470,059","5,378,473"
classiccartoonsmedia,film,2012-01-16,us,"1,033","794,590,219","704,192"
cocacola,film,2006-01-01,us,"4,629","824,488,768","693,203"
coilbookru,film,2014-03-26,ru,58,"165,794,855","112,567"
craftedthings,film,2013-11-28,us,47,"118,495,547","230,238"
darkhorsex,film,2007-06-01,si,155,"534,170,798","280,061"
disneyanimation,film,2008-03-25,us,289,"1,634,008,702","2,426,760"
disneychannelfr,film,2009-02-14,fr,"2,273","577,843,649","592,224"
disneyjuniorfr,film,2011-04-19,fr,"1,304","271,548,521","234,105"
disneyjuniorpl,film,2011-01-23,pl,967,"211,599,594","133,366"
disneyshorts,film,2008-03-12,us,165,"445,275,248","524,797"
dreamworksanimation,film,2006-09-18,us,"2,038","672,337,621","1,238,898"
dusyeri,film,2014-01-13,tr,529,"408,739,619","422,016"
edplus777,film,2011-07-20,lv,162,"236,772,345","214,238"
fenixpluskino,film,2013-01-22,ru,889,"94,610,785","74,727"
filmfestivalvideos,film,2011-09-21,us,"5,465","581,011,197","436,772"
filmsactu,film,2009-10-16,fr,"4,723","778,141,005","1,268,286"
foodwa9wa9,film,2014-05-08,kr,454,"172,064,994","134,147"
foxmovies,film,2006-07-13,us,931,"621,125,101","1,242,984"
funvideotv,film,2010-04-22,de,113,"766,255,441","413,684"
gallinapintadita,film,2011-08-02,mx,18,"1,619,878,998","1,633,723"
ghandifilms,film,2012-11-29,de,19,"135,531,518","218,267"
goldmineshindi,film,2013-11-22,in,"2,127","238,894,884","326,119"
goldminestelefilms,film,2012-01-21,in,"5,529","475,810,465","751,831"
gorgeousmovies,film,2014-03-03,gb,106,"268,490,261","181,669"
gummybearintl,film,2008-03-26,us,151,"1,933,376,945","1,145,149"
hishedotcom,film,2007-03-05,us,208,"1,238,930,649","5,719,011"
icanrockyourworld,film,2007-03-13,us,8,"1,151,208,764","745,885"
jazecinema,film,2012-06-22,us,628,"96,453,777","239,177"
joujuyoungtoys,film,2011-12-13,kr,360,"355,499,623","277,768"
juptube,film,2006-08-30,br,39,"2,746,872,213","4,187,636"
kanaldisneycartoons,film,2014-03-17,ru,865,"512,646,415","748,982"
kanaldisneyseries,film,2014-03-17,ru,"1,499","236,929,155","293,948"
kanaldisneyuznavaika,film,2014-03-17,ru,570,"409,701,062","305,564"
kapuki4plus,film,2013-10-25,us,321,"481,480,796","305,411"
kapukikanuki,film,2011-07-18,ru,733,"1,487,268,334","694,627"
kidsfirsttv,film,2014-04-11,gb,327,"352,664,095","272,627"
lescopaque,film,2009-11-09,my,754,"492,989,339","661,906"
letupita725hd,film,2012-08-19,sv,799,"735,363,382","607,772"
lozaus1,film,2011-05-03,au,53,"376,902,781","409,355"
madaboutlego,film,2007-12-15,ie,721,"790,026,041","527,931"
magicpetssongs4kids,film,2011-12-15,us,69,"200,325,959","210,918"
mashamedvedtv,film,2011-05-31,ru,391,"6,586,583,300","5,133,407"
medcezirtv,film,2013-07-22,tr,"1,167","510,853,692","817,569"
movieclips,film,2006-04-28,us,"21,530","3,433,931,308","2,866,221"
movieclipscomingsoon,film,2011-01-07,us,"16,735","1,332,981,238","1,252,937"
movieclipstrailers,film,2011-04-01,us,"5,685","5,438,927,815","8,617,531"
mutlucocuktv,film,2014-02-25,tr,317,"135,481,298","110,099"
newvolgavideo,film,2012-03-23,in,"21,966","384,859,578","656,075"
nickelodeonjuniorfr,film,2012-09-27,fr,372,"332,468,671","261,025"
niloyatv,film,2013-11-06,tr,247,"403,078,167","374,845"
noogai89,film,2006-07-24,us,59,"127,565,938","1,594,410"
nosikikurnosikiplay,film,2014-08-13,ua,342,"334,560,083","176,830"
officialpepparussia,film,2014-05-06,gb,84,"334,245,119","300,841"
paramount,film,2006-03-02,us,661,"181,740,584","226,542"
pinkpanther,film,2013-09-09,us,126,"403,333,980","475,055"
pocoyoseries,film,2009-02-14,es,132,"602,587,595","476,268"
pocoyotv,film,2007-07-31,es,604,"2,222,024,147","2,234,684"
pocoyousa,film,2011-02-14,us,253,"874,353,446","899,751"
pororotv,film,2011-05-26,kr,"1,348","1,286,518,216","1,138,537"
roivisual,film,2012-12-20,kr,635,"354,470,835","284,102"
roosterteeth,film,2006-07-11,us,"6,814","4,234,282,557","8,462,143"
screenjunkies,film,2008-10-03,us,476,"1,155,700,795","5,200,531"
screenteamshow,film,2010-01-11,us,422,"306,973,705","699,943"
shopkinsworld,film,2014-01-31,au,59,"93,142,972","159,250"
showtvshowtv,film,2013-08-16,tr,"5,664","396,920,885","333,202"
sobkyproduction,film,2012-06-11,eg,109,"378,193,713","628,564"
spinkafilmstudio,film,2012-08-14,pl,291,"244,642,052","566,115"
ssebastienn,film,2006-07-10,fr,338,"789,194,376","642,936"
superpinkiecupcake,film,2012-03-31,gb,416,"399,935,154","263,416"
svaty95,film,2014-06-25,ua,285,"295,521,594","236,704"
tayo,film,2005-12-05,us,514,"1,013,243,682","847,165"
teremokbaby,film,2013-07-08,ru,705,"166,572,109","175,271"
theofficialpeppa,film,2013-10-09,gb,88,"591,651,576","826,189"
tiembanhhoangtube,film,2012-12-05,vn,"1,207","589,748,498","289,228"
tiffanyblisscom,film,2009-07-23,us,348,"114,915,131","131,214"
tobotyoungtoys,film,2012-02-22,kr,725,"657,622,056","352,603"
toyfriendtv,film,2014-04-13,ru,254,"432,483,428","244,832"
toykitchen,film,2010-02-26,gb,299,"301,998,070","128,832"
toysreviewtoys,film,2013-11-04,us,968,"1,049,369,658","791,689"
trttelevizyon,film,2011-05-23,tr,"6,585","165,125,217","206,368"
tspnonpareil,film,2012-02-28,au,"1,305","386,693,027","157,741"
tvdetkam,film,2013-12-06,ru,602,"707,148,173","410,695"
tvsmeshariki,film,2011-04-29,ru,565,"1,660,916,381","1,022,725"
vinhlongtv,film,2014-09-24,vn,"10,729","687,377,144","554,912"
waltdisneystudiosfr,film,2007-12-07,fr,"1,794","582,878,951","583,483"
waltdisneystudiosla,film,2009-11-25,ar,681,"694,838,513","938,278"
waltdisneystudiosuk,film,2007-12-07,gb,832,"1,442,577,347","1,806,472"
winxclubru,film,2012-06-29,ru,439,"225,715,573","186,044"
zeptolab,film,2011-03-01,ru,118,"507,272,865","547,554"
zouzouniatv,film,2012-08-08,gr,"1,003","372,472,169","196,311"
amoodiesqueezie,games,2011-01-09,fr,816,"1,889,840,729","5,454,122"
arcadego,games,2012-08-02,us,"5,249","1,300,448,362","1,396,573"
aruanhf,games,2014-10-17,br,555,"130,602,166","1,535,590"
authenticgames,games,2011-10-07,br,"2,171","1,556,826,241","4,213,010"
bjacau1,games,2012-08-12,kr,"2,587","601,403,969","980,820"
blitzwinger,games,2008-11-20,ca,"5,009","937,759,812","1,179,760"
brofresco,games,2010-05-05,us,"1,000","253,186,321","901,949"
captainsparklez,games,2010-07-20,us,"2,902","2,342,503,350","9,079,244"
casaldenerd,games,2012-04-26,br,"1,773","637,746,854","2,573,633"
challengeacceptedinc,games,2012-08-13,us,"1,767","439,373,321","1,367,397"
coisadenerd,games,2009-11-05,br,"1,406","769,545,044","3,829,180"
d7297ut,games,2013-01-05,kr,"3,805","915,457,567","1,597,580"
daithidenogla,games,2012-01-16,ie,381,"400,539,034","3,983,320"
dashiegames,games,2011-09-14,us,"1,438","667,926,774","2,270,298"
dilleronplay,games,2013-08-17,ua,"1,290","688,083,521","1,558,009"
droidcheat,games,2013-06-26,us,"1,742","247,695,752","299,380"
elrincondegiorgio,games,2013-03-22,es,431,"432,774,606","3,344,392"
ethangamertv,games,2013-08-28,us,534,"258,625,710","604,681"
eugenesagaz,games,2014-04-01,ru,680,"224,528,389","813,398"
favijtv,games,2012-12-08,it,848,"846,185,526","2,365,892"
fernanfloo,games,2011-05-02,sv,461,"2,182,097,007","9,234,744"
fgteev,games,2013-05-24,us,848,"1,308,205,935","1,273,454"
firtavmir,games,2012-02-02,ru,484,"87,844,472","634,888"
gamegrumps,games,2012-07-10,us,"3,702","1,914,579,130","3,029,167"
gameplayrj,games,2011-09-05,br,"7,488","1,100,659,898","3,093,986"
gameranxtv,games,2012-04-10,us,423,"213,465,721","1,544,964"
guccinoheya,games,2014-03-18,jp,"2,341","702,712,845","452,343"
h2odelirious,games,2007-05-24,us,832,"917,544,381","6,585,574"
hikakingames,games,2013-08-17,jp,725,"935,131,088","1,814,255"
iballisticsquid,games,2011-03-10,gb,"1,404","1,743,009,990","3,318,654"
ignentertainment,games,2006-09-19,us,"112,942","5,010,901,916","6,886,240"
ihascupquake,games,2010-08-20,us,"3,215","1,523,031,049","4,131,268"
insanegaz,games,2007-09-22,gb,595,"677,716,964","648,673"
jacksepticeye,games,2007-02-24,ie,"2,171","3,735,533,655","8,686,326"
jellyyt,games,2014-05-27,nl,"1,045","619,162,173","2,735,828"
juegagerman,games,2013-05-19,cl,655,"2,329,675,560","11,292,670"
kazuch0924games,games,2013-12-27,jp,778,"290,943,428","530,010"
kinnpatuhikaru,games,2013-06-01,jp,"7,458","431,086,388","272,463"
kjragaming,games,2012-03-29,au,"1,263","473,777,423","379,679"
kuplinovplay,games,2012-12-23,ru,"2,654","491,666,412","1,634,186"
kwebbelkop,games,2008-04-02,nl,"1,766","863,516,638","3,374,897"
ldshadowlady,games,2010-01-09,gb,858,"474,753,781","1,725,566"
leafyishere,games,2011-10-08,us,222,"116,052,910","1,055,462"
letsplay,games,2006-01-11,us,"1,248","1,158,674,216","3,513,860"
letsplayshik,games,2011-05-27,ru,"1,031","611,921,852","1,969,260"
littlelizardgaming,games,2012-06-07,ie,"2,209","1,092,662,390","2,208,950"
m3rkmus1c,games,2009-04-22,us,"1,138","471,000,736","1,961,249"
machinima,games,2006-01-17,us,"25,841","5,547,321,464","12,740,879"
matroix,games,2006-09-13,gb,"2,042","1,782,467,090","7,612,397"
midgetappleao,games,2013-11-07,us,599,"278,319,198","545,703"
miniminter,games,2008-02-17,gb,947,"812,761,121","3,626,833"
mm7games,games,2013-09-14,gb,"1,574","468,134,392","1,736,719"
newdaynewgame,games,2012-11-18,tr,968,"252,885,923","949,071"
norunine,games,2010-05-05,jp,"1,880","619,373,785","1,038,289"
olafvids,games,2013-12-06,us,74,"659,294,117","790,596"
packattack04082,games,2007-02-08,us,"4,900","1,480,230,151","938,979"
paluten,games,2012-10-17,de,"2,740","356,706,934","1,307,821"
pdkfilms,games,2009-07-21,us,69,"491,172,716","719,182"
pockysweets,games,2013-07-22,jp,989,"450,927,923","652,855"
popularmmos,games,2012-04-17,us,"2,814","4,798,066,994","6,897,430"
prestonplayz,games,2012-07-04,us,"2,339","750,648,102","2,509,115"
realannoyingorange,games,2010-01-11,us,655,"3,337,109,962","4,912,070"
rewinside,games,2013-07-05,de,"1,593","313,448,985","1,386,666"
rezendeevil,games,2012-02-12,br,"2,861","1,789,850,984","5,492,181"
rfm767,games,2006-09-30,us,666,"866,752,270","710,040"
riotgamesinc,games,2009-02-09,us,593,"1,123,391,274","7,319,299"
roviomobile,games,2006-06-15,fi,"1,243","2,414,174,606","1,587,096"
samgladiator,games,2008-01-16,us,454,"322,493,331","1,041,557"
seananners,games,2009-03-04,us,"1,558","1,994,311,094","5,468,257"
sirkazzio,games,2012-04-07,pt,"3,049","289,195,098","2,071,948"
skydoesminecraft,games,2011-02-28,us,"1,370","3,064,132,735","11,768,534"
sleepground,games,2014-05-22,kr,573,"180,429,564","409,864"
slogomanify,games,2013-08-04,gb,848,"315,618,013","1,538,800"
smoshgames,games,2011-07-07,us,"1,673","1,909,727,661","6,685,592"
ssundee,games,2009-11-28,us,"1,168","1,621,106,268","5,752,242"
stampylonghead,games,2011-07-29,gb,"1,940","4,682,208,550","7,035,639"
staxxcraft,games,2011-11-27,es,"1,053","715,736,824","4,444,570"
tazercraft,games,2011-07-13,br,"2,232","1,505,876,598","4,523,588"
tctngaming,games,2012-01-15,rs,"1,021","368,555,549","803,914"
teranitgame,games,2012-11-28,ua,"2,260","261,972,118","849,698"
theatlanticcraft,games,2012-06-25,us,"1,858","1,158,790,673","3,028,787"
thebraindit,games,2011-09-23,us,"3,579","1,048,979,682","3,617,642"
thedanirep,games,2012-10-29,es,"5,559","971,020,162","2,341,808"
thediamondminecart,games,2012-07-14,gb,"1,736","5,788,015,212","9,412,303"
thegrefg,games,2012-01-30,es,"1,254","383,805,966","1,927,356"
theradbrad,games,2006-11-27,us,"4,317","1,983,601,018","5,574,887"
theskylanderboy,games,2012-11-27,us,790,"1,082,607,609","952,470"
thewillyrex,games,2011-01-26,es,"3,207","2,538,075,004","8,692,508"
tomo0723sw,games,2009-12-24,jp,"2,132","786,008,612","1,110,897"
tvddotty,games,2012-07-18,kr,"2,025","414,013,792","647,744"
typhooncinema,games,2011-03-21,ch,997,"403,586,740","1,069,218"
typicalgamer,games,2008-08-24,ca,917,"463,621,841","2,584,065"
vanossgaming,games,2011-09-15,ca,391,"4,088,732,544","16,087,466"
venturiantale,games,2013-01-16,us,"2,022","1,603,397,608","2,189,546"
willyrex,games,2009-08-09,es,"2,988","1,298,152,840","6,599,037"
wroetoshaw,games,2012-07-26,gb,526,"1,373,714,447","5,897,580"
xalexby11,games,2011-06-01,es,"2,683","767,456,584","5,384,230"
yarikpawgames,games,2013-06-18,ua,574,"492,481,938","994,028"
yfrosta,games,2012-10-02,ru,"1,001","1,727,683,919","4,323,316"
zbingzbing,games,2014-03-12,th,447,"197,330,283","833,908"
aaajoken,howto,2012-10-12,jp,"1,247","1,802,001,334","947,135"
aiudesk,howto,2007-12-27,jp,341,"539,320,305","284,956"
alexandrasgirlytalk,howto,2010-12-05,us,110,"76,275,797","884,331"
anastasiya18ful,howto,2011-07-30,ua,188,"105,953,672","1,312,187"
artemsuhovoi93,howto,2012-12-26,ua,86,"59,226,247","640,889"
babyleague,howto,2012-10-08,us,428,"91,966,940","148,758"
barbiepahetaci,howto,2009-09-08,br,742,"220,441,674","2,031,258"
befit,howto,2006-08-12,us,"1,084","276,898,392","2,064,378"
belparameninas,howto,2013-08-10,br,815,"551,296,886","1,357,138"
bibisbeautypalace,howto,2012-11-28,de,337,"606,684,502","2,863,405"
blogilates,howto,2009-06-13,us,371,"299,353,217","2,857,514"
boticario,howto,2006-05-29,br,659,"34,946,726","96,303"
brooklynandbailey,howto,2010-11-14,us,156,"263,625,424","2,250,351"
cadena3vidayhogar,howto,2012-02-10,mx,"13,475","227,813,734","441,036"
carlibel55,howto,2011-06-27,us,373,"344,751,825","4,007,587"
charliscraftykitchen,howto,2012-09-26,au,219,"562,050,027","549,018"
clevverstyle,howto,2009-07-12,us,"1,662","183,239,182","1,412,686"
craftingeek,howto,2009-12-15,mx,453,"341,575,735","2,808,954"
crazyptchannel,howto,2013-11-17,gb,144,"125,460,713","852,193"
cupcakesandcardio,howto,2011-03-11,ca,415,"302,355,232","1,468,525"
cutegirlshairstyles,howto,2009-03-17,us,347,"703,293,104","4,072,105"
cutiepiemarzia,howto,2012-01-16,it,421,"477,389,377","6,148,034"
dagibeee,howto,2012-06-17,de,300,"412,257,014","2,503,770"
davehax,howto,2012-06-08,gb,174,"365,221,933","1,532,493"
dirtyviolin1,howto,2008-12-17,us,7,"9,742,281","6,664"
dope2111,howto,2009-06-29,us,166,"834,994,147","3,814,456"
drawblogs,howto,2014-05-20,pe,78,"33,929,717","99,655"
elrincondemavi,howto,2013-07-03,es,714,"154,583,829","558,121"
enjoyphoenix,howto,2010-10-14,fr,384,"250,732,843","2,208,316"
evelynregly,howto,2006-08-07,br,337,"115,689,236","1,461,790"
fitnessblender,howto,2010-01-19,us,721,"381,642,418","2,846,639"
foodtraveltvchannel,howto,2012-05-25,us,"3,362","341,593,329","815,818"
freelea,howto,2007-10-22,au,631,"138,781,376","522,116"
gigapiston,howto,2012-12-25,us,468,"160,091,564","1,118,482"
glamlifeguru,howto,2010-11-08,us,761,"149,946,303","1,194,195"
glitterforever17,howto,2011-05-21,us,414,"137,573,137","1,603,942"
gottalentua,howto,2012-12-28,ua,785,"143,129,351","182,811"
grav3yardgirl,howto,2010-12-03,us,990,"968,155,145","6,455,278"
haylatv,howto,2013-06-25,ae,148,"70,236,698","561,149"
hellomaphie,howto,2009-12-06,us,330,"73,434,188","890,121"
hellomaphiemx,howto,2013-04-03,mx,92,"39,376,468","635,403"
hines382,howto,2008-05-07,kr,299,"136,275,916","863,433"
hooplakidzrecipes,howto,2013-02-25,us,255,"184,334,351","290,395"
householdhacker,howto,2007-11-06,us,364,"492,453,148","3,663,475"
howcast,howto,2007-10-04,us,"21,943","2,165,471,310","4,086,444"
howtobasic,howto,2011-12-08,au,431,"954,684,116","6,605,021"
howtocookthat,howto,2011-04-16,au,239,"296,825,031","2,331,968"
howtoprankitup,howto,2013-08-28,us,114,"310,848,182","2,454,669"
iberethenorio,howto,2006-07-24,br,945,"822,104,829","4,988,363"
idunngoddess,howto,2012-03-31,us,176,"62,502,013","535,491"
ihabplanet,howto,2012-01-07,ca,419,"207,641,743","824,990"
jaclynhill1,howto,2010-09-07,us,232,"205,388,056","2,794,131"
jamieoliver,howto,2006-05-21,gb,"1,249","185,604,069","2,131,893"
jdcav24,howto,2006-12-16,us,609,"180,248,476","1,395,994"
junkfoodtasterdotcom,howto,2012-04-15,de,"3,866","905,880,010","689,191"
kathleenlights,howto,2013-01-26,us,442,"140,462,870","1,847,811"
kazuch0924,howto,2010-06-04,jp,"1,075","172,705,807","631,056"
lady16makeup,howto,2009-09-20,mx,347,"1,311,970,550","13,330,894"
leokimvideo,howto,2007-02-02,au,758,"1,202,820,255","748,391"
lime724,howto,2012-07-21,kr,581,"92,507,957","488,208"
macbby11,howto,2008-04-18,us,143,"143,031,577","2,881,300"
maerkastoiloas,howto,2014-03-12,lt,89,"117,828,370","191,566"
marisolpink,howto,2006-12-16,mx,174,"129,480,375","1,371,630"
masuotv,howto,2012-08-08,jp,"1,189","276,654,919","693,367"
matthiaswandel,howto,2007-04-09,ca,492,"199,452,747","624,303"
maybabytumbler,howto,2008-04-15,us,288,"357,578,923","4,542,633"
michellephan,howto,2006-07-18,us,386,"1,228,470,810","8,364,316"
mistermaker,howto,2006-03-06,gb,146,"227,005,157","189,892"
mosogourmet,howto,2009-01-23,jp,"1,222","607,685,808","1,350,221"
mycupcakeaddiction,howto,2011-09-21,au,496,"315,944,140","2,510,043"
myfroggystuff,howto,2010-12-28,us,722,"581,429,355","1,088,076"
mylifeaseva,howto,2011-07-25,us,180,"371,392,828","5,385,926"
nataliesoutlet,howto,2014-08-13,us,98,"25,338,115","567,048"
nefisyemektarifleri,howto,2011-12-10,tr,455,"130,187,627","427,164"
nikiandgabibeauty,howto,2012-09-03,us,265,"192,910,224","2,897,355"
nikkietutorials,howto,2008-06-23,nl,519,"174,274,404","2,550,855"
onemeeeliondollars,howto,2011-10-20,us,43,"131,581,615","655,828"
oyabakatousan,howto,2006-07-20,jp,"2,443","1,328,353,161","529,073"
ppmussas,howto,2012-08-28,mx,275,"326,291,333","2,640,376"
rosannapansino,howto,2010-04-08,us,346,"1,244,638,757","5,513,937"
rosymcmichael,howto,2010-06-11,us,535,"114,433,073","947,303"
rrcherrypie,howto,2006-09-27,jp,257,"2,058,203,832","2,189,909"
rukremov,howto,2010-03-11,ru,523,"129,654,718","735,994"
sanjeevkapoorkhazana,howto,2009-07-29,in,"4,839","222,938,027","713,011"
sarabeautycorner,howto,2012-10-07,no,81,"165,975,151","1,863,361"
satotintv,howto,2013-05-01,jp,"1,217","99,477,554","98,823"
secretosdechicas,howto,2010-08-25,es,361,"315,902,085","2,307,609"
sixpackshortcuts,howto,2009-12-01,us,463,"505,576,337","3,772,926"
sprocker7,howto,2005-12-27,us,"2,488","217,707,199","1,046,198"
stimmercy,howto,2014-01-09,kr,443,"180,668,433","542,733"
